Survey,Year,Quarter,Area,AphiaID,Species,LngtClass,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
EVHOE,2001,4,CL,126436,Gadus morhua,640,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,650,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,660,,,3,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,670,,,1,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,680,,,1,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,690,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,700,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,710,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,720,,,5,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,730,,,1,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,740,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,750,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,760,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,770,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,780,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,790,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,800,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,810,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,820,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,830,,,,1,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,840,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,850,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,860,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,870,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,880,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,890,,,,1,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,900,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,910,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,920,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,930,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,940,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,950,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,960,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,970,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,980,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,990,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1000,,,,,1,1,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1010,,,,,1,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1020,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1030,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1040,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1050,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1060,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1070,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1080,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1090,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1100,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1110,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1120,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1130,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1140,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1150,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1160,,,,,,,1,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1170,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1180,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1190,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1200,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1210,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1220,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1230,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1240,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1250,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1260,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1270,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1280,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1290,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1300,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1310,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1320,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1330,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1340,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1350,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1360,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1370,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1380,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1390,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1400,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1410,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1420,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1430,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1440,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1450,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1460,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1470,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1480,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1490,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126436,Gadus morhua,1500,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,10,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,20,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,30,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,40,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,50,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,60,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,70,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,80,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,90,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,100,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,110,1,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,120,2,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,130,3,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,140,7,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,150,11,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,160,22,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,170,40,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,180,46,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,190,50,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,200,41,1,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,210,21,3,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,220,7,6,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,230,1,8,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,240,2,18,2,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,250,,14,6,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,260,,11,11,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,270,,12,9,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,280,,12,10,2,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,290,,9,14,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,300,,6,13,2,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,310,,3,14,1,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,320,,2,16,3,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,330,,,12,6,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,340,,,10,4,1,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,350,,2,8,3,1,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,360,,,7,3,,,1,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,370,,,5,2,2,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,380,,,6,3,,1,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,390,,,4,2,1,1,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,400,,,6,3,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,410,,,2,4,,1,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,420,,,1,1,1,1,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,430,,,,1,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,440,,,1,1,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,450,,,1,1,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,460,,,1,1,1,,,1,1,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,470,,,,,,1,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,480,,,,3,1,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,490,,,,1,1,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,500,,,,1,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,510,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,520,,,,1,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,530,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,540,,,,,1,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,550,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,560,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,570,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,580,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,590,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,600,,,,,1,,2,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,610,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,620,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,630,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,640,,,,,,,,,,,,20140402
EVHOE,2001,4,CL,126438,Merlangius merlangus,650,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,10,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,20,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,30,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,40,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,50,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,60,1,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,70,8,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,80,11,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,90,15,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,100,13,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,110,12,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,120,14,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,130,15,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,140,18,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,150,15,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,160,13,1,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,170,10,5,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,180,6,9,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,190,2,13,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,200,,11,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,210,,14,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,220,,11,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,230,,24,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,240,,27,2,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,250,,18,7,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,260,,9,19,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,270,,,30,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,280,,,28,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,290,,,31,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,300,,,27,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,310,,,29,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,320,,,31,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,330,,,25,2,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,340,,,18,10,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,350,,,2,29,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,360,,,1,28,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,370,,,,24,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,380,,,,22,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,390,,,,23,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,400,,,,18,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,410,,,,14,8,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,420,,,,13,7,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,430,,,,4,16,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,440,,,,,12,1,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,450,,,,,16,1,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,460,,,,,13,1,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,470,,,,,8,2,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,480,,,,,5,1,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,490,,,,,4,4,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,500,,,,,,8,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,510,,,,,,4,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,520,,,,,,3,2,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,530,,,,,,3,1,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,540,,,,,,4,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,550,,,,,,2,1,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,560,,,,,,1,1,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,570,,,,,,,2,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,580,,,,,,,,1,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,590,,,,,,,1,1,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,600,,,,,,,,1,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,610,,,,,,,3,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,620,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,630,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,640,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,650,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,660,,,,,,,,1,,,1,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,670,,,,,,,,1,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,680,,,,,,,,,1,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,690,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,700,,,,,,,,,1,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,710,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,720,,,,,,,,,1,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,730,,,,,,,,,,1,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,740,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,750,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,760,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,770,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,780,,,,,,,,,,,1,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,790,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,800,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,810,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,820,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,830,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,840,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,850,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,860,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,870,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,880,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,890,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,900,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,910,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,920,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,930,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,940,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,950,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,960,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,970,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,980,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,990,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1000,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1010,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1020,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1030,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1040,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1050,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1060,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1070,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1080,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1090,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1100,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1110,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1120,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1130,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1140,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1150,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1160,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1170,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1180,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1190,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1200,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1210,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1220,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1230,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1240,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1250,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1260,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1270,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1280,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1290,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126484,Merluccius merluccius,1300,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,10,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,20,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,30,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,40,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,50,,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,60,1,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,70,3,,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,80,,3,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,90,,3,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,100,,3,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,110,,1,1,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,120,,2,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,130,,3,,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,140,,,3,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,150,,1,2,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,160,,,3,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,170,,,3,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,180,,,3,,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,190,,,2,3,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,200,,,2,4,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,210,,,,6,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,220,,,,6,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,230,,,,5,,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,240,,,,2,3,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,250,,,,,1,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,260,,,,,4,1,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,270,,,,,4,,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,280,,,,,,6,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,290,,,,,,3,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,300,,,,,,3,,,,,,20140402
EVHOE,2001,4,EV,126554,Lophius budegassa,310,,,,,,,2,,,,,20140402
